IPAddress,Duration (in seconds),LocationLatitude,LocationLongitude,UserLanguage,CONSENT,M1_000_1,M1_001_1,M1_002_1,M1_010_1,M1_011_1,M1_012_1,M1_020_1,M1_021_1,M1_022_1,M1_100_1,M1_101_1,M1_102_1,M1_110_1,M1_111_1,M1_112_1,M1_120_1,M1_121_1,M1_122_1,M1_200_1,M1_201_1,M1_202_1,M1_210_1,M1_211_1,M1_212_1,M1_220_1,M1_221_1,M1_222_1,M2_000_1,M2_001_1,M2_002_1,M2_010_1,M2_011_1,M2_012_1,M2_020_1,M2_021_1,M2_022_1,M2_100_1,M2_101_1,M2_102_1,M2_110_1,M2_111_1,M2_112_1,M2_120_1,M2_121_1,M2_122_1,M2_200_1,M2_201_1,M2_202_1,M2_210_1,M2_211_1,M2_212_1,M2_220_1,M2_221_1,M2_222_1,M3_000_1,M3_001_1,M3_002_1,M3_010_1,M3_011_1,M3_012_1,M3_020_1,M3_021_1,M3_022_1,M3_100_1,M3_101_1,M3_102_1,M3_110_1,M3_111_1,M3_112_1,M3_120_1,M3_121_1,M3_122_1,M3_200_1,M3_201_1,M3_202_1,M3_210_1,M3_211_1,M3_212_1,M3_220_1,M3_221_1,M3_222_1,AC1,M4_000_1,M4_001_1,M4_002_1,M4_010_1,M4_011_1,M4_012_1,M4_020_1,M4_021_1,M4_022_1,M4_100_1,M4_101_1,M4_102_1,M4_110_1,M4_111_1,M4_112_1,M4_120_1,M4_121_1,M4_122_1,M4_200_1,M4_201_1,M4_202_1,M4_210_1,M4_211_1,M4_212_1,M4_220_1,M4_221_1,M4_222_1,M5_000_1,M5_001_1,M5_002_1,M5_010_1,M5_011_1,M5_012_1,M5_020_1,M5_021_1,M5_022_1,M5_100_1,M5_101_1,M5_102_1,M5_110_1,M5_111_1,M5_112_1,M5_120_1,M5_121_1,M5_122_1,M5_200_1,M5_201_1,M5_202_1,M5_210_1,M5_211_1,M5_212_1,M5_220_1,M5_221_1,M5_222_1,AC2
45.251.34.234,241,10.80499268,78.68560791,EN,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1
122.174.155.183,152,13.08329773,80.28329468,EN,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1
122.178.52.18,85,9.933303833,78.11669922,EN,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1
110.227.232.181,318,13.08329773,80.28329468,EN,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1
122.164.229.255,249,13.08329773,80.28329468,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
122.164.54.45,125,13.08329773,80.28329468,EN,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
122.174.168.93,260,13.08329773,80.28329468,EN,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
157.50.15.77,96,11.44999695,77.68328857,EN,1,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
98.65.161.247,123,29.13479614,-81.02480316,EN,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,1
98.196.101.239,79,29.73970032,-95.8302002,EN,1,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,1
99.22.185.183,3994,42.98750305,-82.46659851,EN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1
103.252.117.160,79,11.6499939,78.16668701,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2
117.196.91.103,369,23.03329468,72.61669922,EN,1,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,1
103.78.159.69,142,8.193893433,77.43139648,EN,1,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
157.50.10.69,244,11.6499939,78.16668701,EN,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1
192.77.184.82,164,43.15480042,-75.14260101,EN,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,1
157.50.8.9,644,13.08329773,80.28329468,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,1
142.0.194.94,281,32.78250122,-96.8207016,EN,1,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,2,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,1
103.219.244.126,116,11.92999268,79.82998657,EN,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1
1.23.21.246,143,13.08329773,80.28329468,EN,1,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,1
98.242.255.44,182,25.98249817,-80.34339905,EN,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1
73.119.2.27,363,42.4250946,-71.06620026,EN,1,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,2,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1
68.3.12.21,75,33.50909424,-112.0264969,EN,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
216.81.94.72,299,38.65820313,-77.24970245,EN,1,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,1
72.11.104.90,85,44.97410583,-93.25650024,EN,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,1
157.50.8.146,59,,,EN,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
122.178.20.133,728,,,EN,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
71.120.177.27,78,,,EN,1,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,1
180.215.120.193,524,,,EN,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1
171.49.202.188,123,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
171.49.214.116,106,,,EN,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
122.164.35.248,495,,,EN,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1
111.92.28.185,151,,,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,1
103.58.116.138,183,,,EN,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1
103.25.44.30,78,,,EN,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1
